timestamp,event,track_id,zone_or_line,direction
1755859968,zone_leave,4,Zone 1,
1755859969,zone_enter,6,Zone 1,
1755859970,zone_enter,7,Zone 1,
1755859970,zone_leave,6,Zone 1,
1755859971,zone_leave,7,Zone 1,
1755859972,zone_enter,1,Zone 1,
1755859974,zone_enter,10,Zone 1,
1755859975,zone_enter,11,Zone 1,
1755859976,zone_leave,11,Zone 1,
1755859977,zone_leave,10,Zone 1,
1755859980,zone_enter,14,Zone 1,
1755859981,zone_enter,6,Zone 1,
1755859981,zone_enter,15,Zone 1,
1755859981,zone_leave,1,Zone 1,
1755859981,zone_leave,14,Zone 1,
1755859982,zone_enter,1,Zone 1,
1755859982,zone_leave,6,Zone 1,
1755859982,zone_leave,15,Zone 1,
1755859984,zone_enter,18,Zone 1,
1755859984,zone_leave,1,Zone 1,
1755859985,zone_enter,19,Zone 1,
1755859985,zone_leave,18,Zone 1,
1755859986,zone_enter,1,Zone 1,
1755859986,zone_leave,19,Zone 1,
1755859989,zone_enter,6,Zone 1,
1755860100,zone_enter,26,Zone 1,
1755860100,zone_leave,1,Zone 1,
1755860100,zone_leave,6,Zone 1,
1755860101,zone_enter,22,Zone 1,
1755860102,zone_enter,25,Zone 1,
1755860104,zone_leave,26,Zone 1,
1755860108,zone_leave,22,Zone 1,
1755860109,zone_enter,34,Zone 1,
1755860110,zone_leave,34,Zone 1,
1755860166,zone_enter,21,Zone 1,
1755860167,zone_leave,21,Zone 1,
1755860168,zone_enter,21,Zone 1,
1755860171,zone_leave,21,Zone 1,
1755860172,zone_enter,21,Zone 1,
1755860172,zone_leave,21,Zone 1,
1755860173,zone_enter,21,Zone 1,
1755860173,zone_leave,21,Zone 1,
1755860175,zone_enter,114,Zone 1,
1755860175,zone_enter,86,Zone 1,
1755860176,zone_leave,86,Zone 1,
1755860176,zone_enter,116,Zone 1,
1755860176,zone_leave,114,Zone 1,
1755860177,zone_leave,116,Zone 1,
1755860178,zone_enter,120,Zone 1,
1755860178,zone_enter,86,Zone 1,
1755860178,zone_leave,120,Zone 1,
1755860178,zone_leave,86,Zone 1,
1755860182,zone_enter,124,Zone 1,
1755860183,zone_enter,86,Zone 1,
1755860183,zone_leave,124,Zone 1,
1755860183,zone_leave,86,Zone 1,
1755860190,zone_enter,86,Zone 1,
1755860190,zone_enter,126,Zone 1,
1755860191,zone_leave,86,Zone 1,
1755860191,zone_enter,86,Zone 1,
1755860191,zone_leave,86,Zone 1,
1755860193,zone_leave,126,Zone 1,
1755860194,zone_enter,128,Zone 1,
1755860195,zone_enter,86,Zone 1,
1755860196,zone_leave,86,Zone 1,
1755860204,zone_enter,129,Zone 1,
1755860212,zone_enter,130,Zone 1,
1755860212,zone_leave,129,Zone 1,
1755860213,zone_enter,131,Zone 1,
1755860213,zone_leave,130,Zone 1,
1755860214,zone_enter,135,Zone 1,
1755860215,zone_leave,135,Zone 1,
1755860216,zone_enter,135,Zone 1,
1755860216,zone_leave,135,Zone 1,
1755860217,zone_enter,142,Zone 1,
1755860218,zone_enter,135,Zone 1,
1755860219,zone_enter,143,Zone 1,
1755860219,zone_leave,142,Zone 1,
1755860219,zone_leave,135,Zone 1,
1755860219,zone_leave,128,Zone 1,
1755860219,zone_leave,131,Zone 1,
1755860219,zone_leave,143,Zone 1,
1755860220,zone_enter,128,Zone 1,
1755860220,zone_enter,135,Zone 1,
1755860220,zone_enter,148,Zone 1,
1755860220,zone_leave,135,Zone 1,
1755860221,zone_enter,150,Zone 1,
1755860221,zone_enter,135,Zone 1,
1755860221,zone_leave,148,Zone 1,
1755860221,zone_leave,150,Zone 1,
1755860221,zone_leave,135,Zone 1,
1755860222,zone_enter,135,Zone 1,
1755860222,zone_leave,135,Zone 1,
1755860224,zone_enter,161,Zone 1,
1755860224,zone_leave,161,Zone 1,
1755860227,zone_enter,164,Zone 1,
1755860227,zone_leave,128,Zone 1,
1755860227,zone_leave,164,Zone 1,
1755860228,zone_enter,128,Zone 1,
1755860229,zone_leave,128,Zone 1,
1755860231,zone_enter,128,Zone 1,
1755860232,zone_leave,128,Zone 1,
1755860234,zone_enter,135,Zone 1,
1755860235,zone_leave,135,Zone 1,
1755860239,zone_enter,171,Zone 1,
1755860241,zone_enter,135,Zone 1,
1755860242,zone_leave,135,Zone 1,
1755860243,zone_enter,135,Zone 1,
1755860244,zone_leave,135,Zone 1,
1755860249,zone_enter,173,Zone 1,
1755860249,zone_leave,171,Zone 1,
1755860251,zone_enter,135,Zone 1,
1755860251,zone_leave,135,Zone 1,
1755860252,zone_leave,173,Zone 1,
1755860253,zone_enter,176,Zone 1,
1755860253,zone_enter,177,Zone 1,
1755860253,zone_leave,176,Zone 1,
1755860254,zone_enter,178,Zone 1,
1755860254,zone_leave,177,Zone 1,
1755860255,zone_enter,179,Zone 1,
1755860255,zone_leave,178,Zone 1,
1755860256,zone_enter,180,Zone 1,
1755860256,zone_leave,179,Zone 1,
1755860257,zone_enter,182,Zone 1,
1755860257,zone_leave,180,Zone 1,
1755860257,zone_leave,182,Zone 1,
1755860258,zone_enter,135,Zone 1,
1755860258,zone_leave,135,Zone 1,
1755860259,zone_enter,135,Zone 1,
1755860260,zone_leave,135,Zone 1,
1755860264,zone_enter,135,Zone 1,
1755860264,zone_leave,135,Zone 1,
1755860275,zone_enter,135,Zone 1,
1755860276,zone_leave,135,Zone 1,
1755860277,zone_enter,135,Zone 1,
1755860277,zone_enter,200,Zone 1,
1755860277,zone_leave,135,Zone 1,
1755860279,zone_enter,201,Zone 1,
1755860279,zone_leave,200,Zone 1,
1755860280,zone_enter,135,Zone 1,
1755860281,zone_enter,202,Zone 1,
1755860281,zone_leave,201,Zone 1,
1755860281,zone_leave,135,Zone 1,
1755860285,zone_enter,203,Zone 1,
1755860287,zone_leave,203,Zone 1,
1755860288,zone_enter,203,Zone 1,
1755860288,zone_leave,203,Zone 1,
1755860289,zone_enter,205,Zone 1,
1755860289,zone_enter,135,Zone 1,
1755860290,zone_leave,135,Zone 1,
1755860290,zone_enter,135,Zone 1,
1755860291,zone_leave,135,Zone 1,
1755860292,zone_enter,200,Zone 1,
1755860292,zone_enter,135,Zone 1,
1755860292,zone_leave,205,Zone 1,
1755860292,zone_leave,135,Zone 1,
1755860293,zone_enter,135,Zone 1,
1755860293,zone_leave,135,Zone 1,
1755860294,zone_enter,201,Zone 1,
1755860294,zone_enter,135,Zone 1,
1755860294,zone_leave,200,Zone 1,
1755860294,zone_leave,135,Zone 1,
1755860295,zone_enter,135,Zone 1,
1755860296,zone_leave,135,Zone 1,
1755860297,zone_leave,202,Zone 1,
1755860301,zone_enter,135,Zone 1,
1755860302,zone_leave,135,Zone 1,
1755860309,zone_enter,135,Zone 1,
1755860310,zone_leave,135,Zone 1,
1755860310,zone_enter,135,Zone 1,
1755860311,zone_leave,135,Zone 1,
1755860311,zone_enter,135,Zone 1,
1755860311,zone_leave,135,Zone 1,
1755860313,zone_enter,228,Zone 1,
1755860313,zone_enter,135,Zone 1,
1755860313,zone_enter,230,Zone 1,
1755860313,zone_enter,231,Zone 1,
1755860313,zone_leave,228,Zone 1,
1755860313,zone_leave,135,Zone 1,
1755860314,zone_enter,232,Zone 1,
1755860314,zone_enter,228,Zone 1,
1755860314,zone_leave,201,Zone 1,
1755860314,zone_leave,230,Zone 1,
1755860314,zone_leave,231,Zone 1,
1755860315,zone_enter,233,Zone 1,
1755860315,zone_enter,234,Zone 1,
1755860315,zone_enter,235,Zone 1,
1755860315,zone_leave,232,Zone 1,
1755860315,zone_leave,228,Zone 1,
1755860315,zone_enter,232,Zone 1,
1755860315,zone_leave,234,Zone 1,
1755860316,zone_enter,135,Zone 1,
1755860316,zone_leave,235,Zone 1,
1755860316,zone_enter,238,Zone 1,
1755860316,zone_leave,135,Zone 1,
1755860317,zone_leave,238,Zone 1,
1755860317,zone_enter,135,Zone 1,
1755860317,zone_enter,239,Zone 1,
1755860317,zone_leave,135,Zone 1,
1755860318,zone_leave,239,Zone 1,
1755860322,zone_enter,248,Zone 1,
1755860323,zone_leave,248,Zone 1,
1755860330,zone_enter,263,Zone 1,
1755860331,zone_leave,263,Zone 1,
1755860331,zone_enter,266,Zone 1,
1755860332,zone_enter,263,Zone 1,
1755860336,zone_leave,266,Zone 1,
1755860336,zone_leave,263,Zone 1,
1755860337,zone_enter,266,Zone 1,
1755860337,zone_leave,266,Zone 1,
1755860339,zone_leave,232,Zone 1,
1755860340,zone_leave,233,Zone 1,
1755860341,zone_enter,288,Zone 1,
1755860341,zone_enter,289,Zone 1,
1755860341,zone_leave,288,Zone 1,
1755860342,zone_enter,292,Zone 1,
1755860342,zone_enter,282,Zone 1,
1755860343,zone_leave,282,Zone 1,
1755860343,zone_leave,292,Zone 1,
1755860344,zone_leave,289,Zone 1,
1755860344,zone_enter,299,Zone 1,
1755860345,zone_enter,300,Zone 1,
1755860345,zone_leave,299,Zone 1,
1755860345,zone_leave,300,Zone 1,
1755860347,zone_enter,266,Zone 1,
1755860348,zone_leave,266,Zone 1,
1755860348,zone_enter,308,Zone 1,
1755860349,zone_leave,308,Zone 1,
1755860351,zone_enter,311,Zone 1,
1755860351,zone_enter,312,Zone 1,
1755860351,zone_enter,266,Zone 1,
1755860351,zone_leave,311,Zone 1,
1755860351,zone_enter,313,Zone 1,
1755860351,zone_leave,312,Zone 1,
1755860351,zone_leave,266,Zone 1,
1755860352,zone_leave,313,Zone 1,
1755860352,zone_enter,314,Zone 1,
1755860353,zone_enter,315,Zone 1,
1755860353,zone_leave,314,Zone 1,
1755860353,zone_enter,316,Zone 1,
1755860353,zone_leave,315,Zone 1,
1755860354,zone_leave,316,Zone 1,
1755860368,zone_enter,331,Zone 1,
1755860369,zone_enter,332,Zone 1,
1755860370,zone_leave,331,Zone 1,
1755860370,zone_enter,333,Zone 1,
1755860371,zone_enter,331,Zone 1,
1755860371,zone_leave,333,Zone 1,
1755860372,zone_leave,331,Zone 1,
1755860374,zone_enter,331,Zone 1,
1755860374,zone_leave,332,Zone 1,
1755860375,zone_enter,341,Zone 1,
1755860375,zone_leave,331,Zone 1,
1755860376,zone_leave,341,Zone 1,
1755860376,zone_enter,331,Zone 1,
1755860376,zone_enter,342,Zone 1,
1755860377,zone_leave,342,Zone 1,
1755860378,zone_enter,343,Zone 1,
1755860378,zone_leave,343,Zone 1,
1755860379,zone_enter,332,Zone 1,
1755860380,zone_enter,344,Zone 1,
1755860380,zone_enter,345,Zone 1,
1755860380,zone_leave,344,Zone 1,
1755860381,zone_leave,345,Zone 1,
1755860381,zone_enter,346,Zone 1,
1755860382,zone_leave,331,Zone 1,
1755860383,zone_enter,347,Zone 1,
1755860383,zone_leave,346,Zone 1,
1755860383,zone_leave,332,Zone 1,
1755860383,zone_enter,332,Zone 1,
1755860389,zone_leave,332,Zone 1,
1755860389,zone_enter,332,Zone 1,
1755860390,zone_leave,332,Zone 1,
1755860390,zone_enter,332,Zone 1,
1755860391,zone_leave,332,Zone 1,
1755860392,zone_enter,332,Zone 1,
1755860393,zone_leave,332,Zone 1,
1755860395,zone_enter,332,Zone 1,
1755860398,zone_leave,332,Zone 1,
1755860399,zone_enter,332,Zone 1,
1755860401,zone_leave,332,Zone 1,
1755860402,zone_enter,332,Zone 1,
1755860403,zone_leave,332,Zone 1,
1755860404,zone_enter,360,Zone 1,
1755860404,zone_enter,332,Zone 1,
1755860404,zone_leave,360,Zone 1,
1755860405,zone_leave,332,Zone 1,
1755860406,zone_enter,332,Zone 1,
1755860409,zone_leave,332,Zone 1,
1755860409,zone_enter,332,Zone 1,
1755860410,zone_leave,332,Zone 1,
1755860424,zone_enter,332,Zone 1,
1755860425,zone_leave,332,Zone 1,
1755860425,zone_enter,332,Zone 1,
1755860426,zone_leave,332,Zone 1,
1755860426,zone_enter,332,Zone 1,
1755860427,zone_leave,347,Zone 1,
1755860428,zone_leave,332,Zone 1,
1755860430,zone_enter,357,Zone 1,
1755860431,zone_leave,357,Zone 1,
1755860433,zone_enter,332,Zone 1,
1755860433,zone_leave,332,Zone 1,
1755860439,zone_enter,332,Zone 1,
1755860440,zone_leave,332,Zone 1,
1755860442,zone_enter,396,Zone 1,
1755860442,zone_enter,397,Zone 1,
1755860442,zone_leave,396,Zone 1,
1755860443,zone_enter,399,Zone 1,
1755860443,zone_leave,397,Zone 1,
1755860443,zone_enter,402,Zone 1,
1755860443,zone_leave,399,Zone 1,
1755860444,zone_enter,406,Zone 1,
1755860444,zone_leave,402,Zone 1,
1755860445,zone_enter,332,Zone 1,
1755860445,zone_enter,405,Zone 1,
1755860445,zone_leave,332,Zone 1,
1755860446,zone_enter,332,Zone 1,
1755860446,zone_leave,406,Zone 1,
1755860447,zone_enter,415,Zone 1,
1755860449,zone_leave,332,Zone 1,
1755860449,zone_leave,415,Zone 1,
1755860450,zone_enter,332,Zone 1,
1755860451,zone_leave,332,Zone 1,
1755860452,zone_enter,429,Zone 1,
1755860452,zone_enter,430,Zone 1,
1755860453,zone_leave,430,Zone 1,
1755860455,zone_enter,402,Zone 1,
1755860455,zone_leave,429,Zone 1,
1755860459,zone_enter,440,Zone 1,
1755860461,zone_enter,332,Zone 1,
1755860461,zone_leave,440,Zone 1,
1755860462,zone_enter,447,Zone 1,
1755860462,zone_leave,332,Zone 1,
1755860463,zone_enter,449,Zone 1,
1755860463,zone_leave,447,Zone 1,
1755860464,zone_enter,451,Zone 1,
1755860464,zone_enter,332,Zone 1,
1755860464,zone_leave,451,Zone 1,
1755860466,zone_leave,405,Zone 1,
1755860467,zone_leave,332,Zone 1,
1755860468,zone_enter,332,Zone 1,
1755860468,zone_enter,405,Zone 1,
1755860468,zone_leave,332,Zone 1,
1755860469,zone_leave,405,Zone 1,
1755860470,zone_enter,459,Zone 1,
1755860470,zone_leave,402,Zone 1,
1755860471,zone_leave,459,Zone 1,
1755860477,zone_enter,481,Zone 1,
1755860477,zone_leave,449,Zone 1,
1755860478,zone_enter,484,Zone 1,
1755860478,zone_leave,481,Zone 1,
1755860479,zone_enter,489,Zone 1,
1755860479,zone_leave,484,Zone 1,
1755860480,zone_leave,489,Zone 1,
1755860482,zone_enter,506,Zone 1,
1755860482,zone_leave,506,Zone 1,
1755860484,zone_enter,477,Zone 1,
1755860485,zone_enter,492,Zone 1,
1755860485,zone_enter,525,Zone 1,
1755860485,zone_leave,477,Zone 1,
1755860485,zone_enter,489,Zone 1,
1755860485,zone_leave,492,Zone 1,
1755860485,zone_leave,525,Zone 1,
1755860487,zone_enter,484,Zone 1,
1755860487,zone_leave,489,Zone 1,
1755860488,zone_enter,536,Zone 1,
1755860488,zone_leave,484,Zone 1,
1755860488,zone_enter,481,Zone 1,
1755860488,zone_leave,536,Zone 1,
1755860489,zone_enter,449,Zone 1,
1755860489,zone_leave,481,Zone 1,
1755860490,zone_enter,538,Zone 1,
1755860490,zone_leave,449,Zone 1,
1755860498,zone_leave,538,Zone 1,
1755860498,zone_enter,550,Zone 1,
1755860498,zone_enter,551,Zone 1,
1755860498,zone_leave,550,Zone 1,
1755860500,zone_enter,449,Zone 1,
1755860500,zone_leave,551,Zone 1,
1755860505,zone_enter,553,Zone 1,
1755860506,zone_leave,553,Zone 1,
1755860508,zone_leave,449,Zone 1,
1755860514,zone_enter,556,Zone 1,
1755860516,zone_leave,556,Zone 1,
1755860516,zone_enter,556,Zone 1,
1755860517,zone_enter,560,Zone 1,
1755860517,zone_leave,556,Zone 1,
1755860528,zone_enter,567,Zone 1,
1755860528,zone_leave,567,Zone 1,
1755860533,zone_enter,568,Zone 1,
1755860533,zone_leave,568,Zone 1,
1755860534,zone_enter,570,Zone 1,
1755860535,zone_leave,570,Zone 1,
1755860536,zone_enter,570,Zone 1,
1755860537,zone_leave,570,Zone 1,
1755860548,zone_enter,593,Zone 1,
1755860548,zone_leave,593,Zone 1,
